604,262
598,264
604,263
600,264
599,264
594,265
594,266
593,266
623,268
626,269
627,269
628,269
629,270
622,267
623,267
610,263
609,263
609,262
608,262
605,263
595,265
593,265
592,265
592,266
590,267
589,267
622,268
626,268
628,270
618,265
611,263
610,262
611,262
608,263
595,264
594,264
592,267
591,266
590,266
588,267
587,268
586,268
578,274
619,266
605,262
596,265
603,263
602,263
603,262
601,263
601,264
600,263
597,264
624,267
620,267
614,265
607,263
606,263
608,261
589,268
586,269
583,270
582,271
619,267
618,267
612,263
613,263
598,263
598,265
597,263
596,264
585,269
583,271
582,272
581,272
580,273
579,273
576,275
550,277
589,286
593,286
597,286
598,286
599,286
604,287
605,287
605,288
607,288
612,262
607,262
606,262
616,265
624,268
625,268
621,267
617,266
621,266
615,265
613,264
591,267
588,268
584,269
580,272
578,273
576,274
574,285
586,287
566,277
588,286
599,287
600,286
601,287
602,286
602,287
603,287
606,287
592,285
570,277
568,277
565,285
564,277
564,284
563,277
555,275
551,274
548,273
549,276
593,285
584,271
574,275
573,276
572,276
572,277
571,276
571,277
569,285
568,276
568,285
566,278
565,276
565,277
565,284
564,276
564,285
563,276
562,276
562,277
561,276
561,277
560,277
559,280
558,280
557,280
556,276
556,280
555,274
555,276
554,279
553,279
552,274
552,278
551,273
550,274
547,275
548,274
548,275
549,275
549,277
594,285
614,264
615,264
616,266
617,265
618,266
620,266
616,264
584,270
577,274
567,277
575,275
575,276
577,273
577,275
579,272
581,271
581,273
584,268
585,268
569,277
557,275
558,276
559,276
557,276
559,281
560,276
575,274
552,275
555,279
547,274
546,274
546,275
548,276
548,277
549,273
549,274
550,273
551,278
551,279
552,279
553,274
553,275
553,280
554,275
554,280
555,280
557,281
547,273
562,283
563,283
560,282
561,282
566,285
567,285
545,273
545,274
546,273
572,286
573,286
575,285
580,286
581,286
582,286
584,286
585,286
585,287
577,286
570,285
570,286
571,285
571,286
572,285
573,285
576,285
576,286
578,286
588,285
574,286
575,286
581,287
582,287
583,286
583,287
584,287
569,278
569,286
579,286
580,287
577,287
578,287
580,285
590,286
591,286
592,286
594,286
595,286
596,286
586,286
587,286
587,287
598,287
600,287
601,286
595,287
597,287
599,263
602,262
597,265
609,288
610,289
611,289
608,288
606,288
644,291
643,291
649,291
649,292
650,292
651,292
644,290
645,291
646,291
647,291
647,292
610,288
641,291
642,291
648,291
648,292
652,292
652,293
653,292
653,293
630,289
631,288
633,289
635,290
642,292
636,290
637,290
638,290
638,291
639,291
634,289
635,289
640,291
641,290
645,292
659,294
660,295
658,294
654,293
654,294
655,293
655,294
656,293
657,293
657,294
659,295
675,286
676,284
676,285
677,280
677,281
677,283
677,284
678,280
678,282
678,283
679,279
677,274
678,274
677,276
677,277
678,275
672,264
668,258
665,255
665,254
657,247
656,246
650,242
651,242
648,241
650,241
646,240
647,240
648,240
646,239
644,238
645,238
663,252
662,251
666,255
663,253
664,253
662,252
663,251
662,250
660,249
675,267
674,266
673,265
671,262
664,254
661,251
661,250
652,243
645,239
656,247
667,257
666,256
667,256
670,261
670,260
655,245
654,245
658,249
657,248
642,238
639,236
637,235
630,231
631,231
629,230
630,230
629,229
621,227
626,229
634,233
626,228
632,232
633,232
634,232
635,234
636,234
638,235
641,237
633,233
635,233
637,234
639,235
643,238
653,244
649,241
669,258
670,259
674,269
676,270
676,272
677,271
670,262
671,263
672,265
673,266
673,267
674,268
675,268
675,269
677,270
677,273
677,278
678,278
678,279
616,225
617,225
618,225
622,227
625,228
606,225
604,225
603,225
602,225
599,226
585,232
581,234
580,235
563,247
619,226
595,226
595,227
594,227
590,229
565,245
545,248
546,249
547,249
548,249
549,249
550,249
551,249
553,249
554,249
557,249
544,247
571,240
572,240
573,239
574,238
574,239
575,237
576,238
577,237
578,236
579,236
582,233
582,234
583,233
573,240
577,236
580,234
585,231
585,233
586,231
586,232
587,231
588,230
588,231
589,230
590,230
596,226
597,226
598,226
592,228
581,235
623,227
605,225
607,225
609,225
610,225
611,225
612,225
613,225
615,225
614,225
624,228
600,226
601,225
601,226
608,225
565,246
566,245
570,241
569,242
569,243
570,242
568,244
552,249
555,249
556,249
559,248
560,248
564,246
561,248
