592,221
592,222
592,223
593,220
593,223
594,223
595,218
596,217
598,214
592,224
591,225
588,226
586,227
586,228
585,229
581,230
578,231
580,231
581,231
578,232
579,232
580,232
581,232
579,233
570,236
571,236
572,236
568,238
569,238
595,220
599,214
599,217
565,238
566,238
567,238
565,239
560,240
561,240
562,240
563,240
555,241
560,241
554,241
554,242
555,242
553,241
543,243
541,242
540,242
532,247
583,231
582,232
574,233
575,233
578,234
574,235
575,235
594,220
595,219
595,222
596,218
596,219
596,221
597,217
597,218
597,219
598,218
598,219
600,213
587,227
579,231
568,236
569,236
566,237
567,237
568,237
569,237
570,237
562,238
561,238
539,243
538,243
531,241
531,242
530,241
530,242
530,243
530,244
530,245
529,243
529,244
530,246
531,246
599,216
560,239
563,239
564,239
553,242
551,243
548,242
548,243
597,220
598,216
598,217
599,218
601,213
602,213
603,213
558,240
559,240
565,240
557,241
558,241
559,241
542,242
539,242
538,242
532,245
531,247
600,214
600,216
601,214
601,215
601,216
602,214
602,215
551,242
550,242
550,243
549,242
549,243
548,244
549,244
550,244
537,242
533,246
536,248
546,243
537,243
536,241
536,242
547,242
547,243
547,244
534,247
576,232
573,234
579,234
577,235
573,236
578,233
579,230
583,228
583,229
584,229
585,227
585,228
586,225
586,226
588,224
589,226
571,237
571,238
572,235
572,237
572,238
573,235
574,236
575,236
576,235
577,232
577,234
578,230
578,235
580,229
580,233
581,229
582,228
582,229
582,230
582,231
583,230
585,226
587,224
587,226
589,224
580,230
588,225
589,225
591,223
590,225
593,221
593,222
594,222
590,223
590,224
591,222
591,224
594,221
596,220
600,218
595,221
599,215
584,228
587,225
600,215
584,227
597,215
571,235
576,233
576,234
577,233
575,234
574,234
600,217
601,217
602,216
602,217
603,214
603,216
604,214
605,214
605,217
606,214
606,217
607,214
607,217
608,215
566,239
561,239
603,215
606,215
607,215
562,239
552,242
556,251
603,217
604,217
564,238
567,239
553,243
554,240
555,240
556,241
556,242
557,242
559,239
561,241
563,238
541,243
550,241
551,241
556,250
557,250
544,242
544,243
545,244
548,251
549,251
544,248
545,243
542,243
545,250
546,244
540,243
554,243
586,229
587,228
588,227
589,223
594,219
597,216
598,215
598,220
599,219
600,219
590,222
591,221
592,220
592,225
593,224
594,218
596,216
566,236
567,236
570,235
601,219
560,238
565,237
569,235
565,235
565,236
588,229
589,227
594,224
595,223
596,222
596,223
597,222
563,237
564,236
564,237
566,235
567,235
570,238
573,237
574,237
608,214
609,214
612,215
613,215
614,215
616,215
616,218
619,216
619,217
620,217
621,219
622,219
622,220
623,218
623,220
625,217
626,218
627,220
628,218
628,220
629,218
629,220
630,220
631,220
632,220
632,221
633,220
633,221
634,221
634,222
635,220
635,221
635,222
636,221
636,222
636,223
637,221
637,224
641,223
642,224
644,225
645,225
645,226
645,227
646,226
646,227
647,227
652,230
652,231
639,224
640,223
641,224
643,225
644,226
647,226
650,228
653,231
640,225
641,225
648,226
648,227
648,228
649,228
649,229
654,230
654,231
655,231
656,231
628,219
637,222
638,222
639,223
604,216
609,215
610,215
610,217
611,216
611,217
612,216
613,216
613,217
614,217
617,217
618,216
618,217
624,218
624,219
625,218
616,217
617,216
624,217
609,217
614,216
615,216
608,216
609,216
604,215
605,215
605,216
606,216
607,216
615,217
623,219
610,216
616,216
612,217
622,218
614,218
617,218
621,218
623,217
625,219
626,219
621,217
622,217
624,220
625,220
626,220
627,218
627,219
639,222
637,223
638,223
640,224
630,221
631,221
638,224
642,225
643,226
644,227
649,227
650,229
651,228
651,229
653,230
601,218
610,214
612,218
613,218
615,215
615,218
617,215
618,215
618,218
619,218
620,218
626,217
611,215
608,217
619,219
629,219
630,219
654,232
655,232
657,231
659,232
646,225
646,228
647,225
649,226
650,227
651,227
652,228
652,229
653,229
656,232
658,231
658,232
659,231
660,232
651,230
651,231
647,228
657,232
537,247
538,247
539,247
537,248
540,247
543,248
534,241
535,241
545,249
538,248
546,250
547,250
540,244
547,251
535,240
539,248
546,251
532,242
533,245
534,240
539,249
540,249
551,251
548,250
550,251
541,248
540,248
542,248
536,247
533,241
533,247
559,251
560,251
561,251
564,240
536,240
539,244
540,250
550,250
553,250
547,245
547,252
552,251
553,251
554,251
555,251
546,245
550,252
552,250
546,249
560,252
564,250
565,250
565,251
566,250
566,251
567,250
567,251
568,252
569,251
570,251
571,251
573,250
574,250
575,250
577,252
578,251
579,252
561,250
562,251
563,251
564,251
568,251
573,251
574,251
578,252
579,251
580,251
580,252
562,241
562,250
563,241
563,250
572,251
575,252
575,251
577,251
576,251
549,241
551,252
555,243
556,252
557,251
558,250
558,251
559,250
560,250
552,244
587,251
588,251
589,251
592,252
592,253
593,254
594,254
595,254
596,254
597,253
597,254
598,254
600,253
601,253
605,251
605,252
585,251
584,251
583,252
582,252
606,252
607,251
607,252
609,251
609,252
613,253
614,252
587,253
590,252
591,252
596,252
586,252
588,252
589,252
591,254
593,252
593,253
594,253
596,253
585,252
589,253
590,253
591,253
594,252
595,252
595,253
590,250
599,252
603,251
604,251
583,251
610,251
610,252
611,252
615,252
628,256
631,256
587,252
584,252
608,251
608,252
608,253
612,252
613,251
613,252
590,251
592,254
597,252
598,253
600,252
601,252
602,252
602,253
603,253
604,253
584,250
582,251
582,253
606,251
607,250
614,251
599,253
600,251
601,251
602,250
602,251
583,253
610,250
610,253
615,251
615,253
618,252
618,253
618,254
619,252
619,253
619,254
620,252
621,252
622,252
625,255
629,257
603,252
604,252
616,252
616,253
617,252
617,253
620,253
621,254
622,254
623,253
623,254
624,254
625,254
627,256
629,256
630,256
631,257
633,257
621,253
622,253
632,257
626,254
626,255
627,255
629,255
627,254
586,251
599,254
600,254
612,253
581,251
607,253
612,251
581,252
628,255
629,254
630,257
640,247
640,248
641,248
633,258
634,258
634,259
670,262
671,262
672,263
673,262
675,263
675,264
678,264
684,266
685,266
685,267
686,266
688,267
689,268
690,268
691,267
691,268
692,268
696,268
698,267
652,255
653,256
654,256
654,257
655,256
655,257
656,256
656,258
657,257
657,258
658,257
658,258
658,259
659,259
660,259
661,258
661,259
661,260
662,258
662,259
662,260
663,259
663,260
664,260
665,260
665,261
666,260
666,261
667,261
668,261
668,262
669,262
670,261
671,261
680,264
680,265
681,265
681,266
682,265
682,266
683,266
691,269
679,264
689,267
690,267
676,263
678,263
679,265
686,267
686,268
687,267
679,263
685,268
687,268
688,268
717,211
717,212
736,234
742,241
742,242
742,244
742,245
742,246
743,245
743,246
744,244
744,245
711,208
712,209
712,210
713,209
713,210
714,208
714,209
714,210
715,208
715,209
715,210
716,209
716,210
717,213
717,214
720,214
720,215
721,214
721,215
723,222
724,222
724,223
725,222
725,223
726,222
726,223
727,222
727,223
727,225
728,223
731,225
731,226
731,227
731,228
731,229
731,230
732,226
732,227
732,228
732,229
732,230
732,231
736,232
736,233
737,232
738,239
739,237
739,238
739,239
739,242
739,243
740,237
740,238
740,239
740,242
740,243
740,244
741,239
741,241
741,242
741,243
741,244
741,245
741,246
742,243
742,256
743,241
743,242
743,243
743,244
743,256
742,257
743,257
742,258
743,258
744,243
744,246
744,248
744,249
744,250
744,251
744,252
744,253
744,254
744,255
743,259
744,260
745,243
745,244
745,245
745,248
745,249
745,250
745,251
745,252
745,253
745,254
745,255
745,256
746,256
741,264
741,265
719,215
736,230
736,231
737,231
742,251
743,250
743,251
743,252
744,239
744,240
712,208
713,208
718,211
718,212
718,213
718,214
719,212
719,213
720,216
721,216
722,216
722,217
722,218
722,219
723,218
724,218
724,219
724,220
724,221
725,219
725,220
725,221
725,224
726,221
727,226
728,226
728,227
729,227
729,228
729,229
730,227
730,228
730,229
733,228
733,229
733,230
733,231
733,232
734,230
734,231
734,233
735,231
736,235
737,233
737,234
737,235
737,236
737,237
738,237
738,238
740,235
741,238
741,240
742,237
742,238
742,239
742,240
742,247
742,248
742,249
742,254
741,255
742,255
743,247
743,248
743,249
743,253
743,254
744,241
744,242
744,247
744,256
745,246
745,247
746,248
746,249
746,250
746,251
746,252
746,255
718,210
718,215
719,216
719,217
720,217
720,218
720,219
721,220
732,232
736,228
736,229
737,229
738,230
738,232
738,233
738,234
738,235
739,232
739,233
739,234
740,246
740,247
740,248
740,249
740,250
741,251
740,252
741,252
740,253
741,253
740,254
740,255
740,256
741,256
743,238
743,239
743,240
740,257
740,258
739,259
740,259
741,259
739,260
740,260
741,260
739,261
740,261
741,261
745,261
739,262
740,262
741,262
743,262
739,263
740,263
743,263
740,264
739,265
748,253
748,254
724,270
725,270
729,270
730,270
731,270
732,270
733,269
734,268
734,269
712,271
726,270
727,270
727,271
728,269
729,269
730,269
719,273
723,272
724,272
725,272
728,271
717,272
725,273
726,272
726,273
727,272
728,272
729,271
729,272
730,271
733,271
733,272
734,272
735,267
735,270
735,272
737,272
736,269
737,269
736,267
737,266
737,267
737,268
738,268
739,268
740,267
742,264
742,265
739,264
739,266
740,265
740,266
741,257
741,258
741,263
742,259
742,260
742,261
742,262
742,263
744,262
738,264
738,266
738,267
739,267
741,266
738,265
739,257
739,258
744,263
743,260
743,261
744,261
744,257
744,258
744,259
740,251
741,247
741,248
741,249
741,250
741,254
742,250
742,252
742,253
743,255
745,260
745,262
746,247
746,253
746,254
746,261
747,247
747,248
747,249
747,250
747,251
747,252
747,254
747,255
748,250
748,251
748,252
748,247
748,248
748,249
748,255
737,239
739,240
739,241
740,240
740,241
745,241
745,242
746,241
746,245
746,246
747,244
747,245
747,246
745,257
745,258
746,258
745,259
746,259
728,270
730,272
731,271
731,272
732,271
732,272
733,270
734,270
738,270
734,271
736,271
738,271
739,270
735,268
735,269
736,270
737,270
737,271
731,269
732,269
736,268
737,264
737,265
738,269
733,268
736,265
736,266
735,271
704,270
710,271
704,269
705,270
710,270
711,270
711,271
712,270
713,270
713,271
713,272
714,270
714,271
715,271
716,271
717,271
718,271
720,272
720,273
718,272
719,272
702,268
705,269
706,269
707,269
707,270
708,269
708,270
709,270
695,266
695,267
699,268
699,269
700,268
700,269
701,268
701,269
702,269
703,271
704,271
705,271
709,269
710,269
702,270
703,270
709,271
696,266
697,268
698,268
699,267
703,268
704,268
706,270
707,271
708,271
711,272
712,272
703,269
696,267
697,267
706,271
707,272
708,272
709,272
710,272
689,266
690,266
701,270
706,268
708,268
721,272
722,272
723,273
724,273
720,271
723,271
714,272
714,273
715,272
715,273
716,272
716,273
720,274
721,271
721,273
721,274
722,271
722,274
723,274
724,274
727,273
713,273
717,273
719,271
722,270
723,270
725,274
724,271
725,271
726,271
721,217
721,218
721,219
722,220
722,221
723,217
723,219
723,220
723,221
726,220
726,225
727,227
728,224
728,225
729,224
729,225
729,226
730,224
730,225
730,226
733,227
734,227
734,228
734,229
735,228
735,229
735,230
720,213
726,224
727,224
728,228
733,233
734,234
735,233
735,234
736,236
737,230
738,231
738,236
739,235
739,236
740,233
740,234
740,236
741,235
741,236
741,237
742,236
743,237
734,232
735,232
716,211
714,211
714,212
715,211
715,212
715,213
716,212
716,213
716,214
696,196
696,197
697,196
697,197
698,197
698,198
699,198
699,199
700,199
